Date,Open,High,Low,Close,Adj Close,Volume
2022-03-16,0.000025,0.000024,0.000025,0.000024,0.000024,1814928
2022-03-17,0.000024,0.000025,0.000024,0.000024,0.000024,1292098
2022-03-18,0.000024,0.000025,0.000025,0.000024,0.000024,1554247
2022-03-19,0.000024,0.000024,0.000024,0.000024,0.000024,1395614
2022-03-20,0.000024,0.000024,0.000024,0.000024,0.000024,1402186
2022-03-21,0.000024,0.000024,0.000024,0.000024,0.000024,1578172
2022-03-22,0.000024,0.000023,0.000023,0.000024,0.000024,1686916
2022-03-23,0.000024,0.000024,0.000024,0.000023,0.000023,1589575
2022-03-24,0.000023,0.000023,0.000023,0.000023,0.000023,1770729
2022-03-25,0.000023,0.000022,0.000023,0.000023,0.000023,1450339
2022-03-26,0.000023,0.000023,0.000023,0.000022,0.000022,895982
2022-03-27,0.000022,0.000022,0.000021,0.000021,0.000021,1262346
2022-03-28,0.000021,0.000021,0.000021,0.000021,0.000021,1829440
2022-03-29,0.000021,0.000021,0.000021,0.000021,0.000021,1694852
2022-03-30,0.000021,0.000021,0.000021,0.000021,0.000021,1693770
2022-03-31,0.000021,0.000021,0.000022,0.000022,0.000022,1987099
2022-04-01,0.000022,0.000022,0.000022,0.000022,0.000022,1993242
2022-04-02,0.000022,0.000022,0.000021,0.000022,0.000022,1742281
2022-04-03,0.000022,0.000021,0.000022,0.000022,0.000022,1446242
2022-04-04,0.000022,0.000022,0.000022,0.000021,0.000021,1712062
2022-04-05,0.000021,0.000021,0.000021,0.000022,0.000022,1571582
2022-04-06,0.000022,0.000022,0.000023,0.000023,0.000023,2131578
2022-04-07,0.000023,0.000023,0.000023,0.000023,0.000023,1423006
2022-04-08,0.000023,0.000023,0.000023,0.000024,0.000024,1520479
2022-04-09,0.000024,0.000023,0.000024,0.000023,0.000023,936602
2022-04-10,0.000023,0.000023,0.000023,0.000024,0.000024,1026866
2022-04-11,0.000024,0.000024,0.000025,0.000025,0.000025,1870218
2022-04-12,0.000025,0.000025,0.000025,0.000025,0.000025,1706804
2022-04-13,0.000025,0.000025,0.000024,0.000024,0.000024,1406346
2022-04-14,0.000024,0.000024,0.000025,0.000025,0.000025,1324859
2022-04-15,0.000025,0.000025,0.000025,0.000025,0.000025,1060057
2022-04-16,0.000025,0.000025,0.000025,0.000025,0.000025,873615
2022-04-17,0.000025,0.000025,0.000025,0.000025,0.000025,1031413
2022-04-18,0.000025,0.000025,0.000024,0.000024,0.000024,1682527
2022-04-19,0.000024,0.000024,0.000025,0.000024,0.000024,1396908
2022-04-20,0.000024,0.000024,0.000024,0.000024,0.000024,1595709
2022-04-21,0.000024,0.000024,0.000025,0.000025,0.000025,1900304
2022-04-22,0.000025,0.000025,0.000025,0.000025,0.000025,1528133
2022-04-23,0.000025,0.000025,0.000025,0.000025,0.000025,971405
2022-04-24,0.000025,0.000025,0.000025,0.000025,0.000025,1001269
2022-04-25,0.000025,0.000026,0.000025,0.000025,0.000025,1810670
2022-04-26,0.000025,0.000025,0.000026,0.000026,0.000026,1811986
2022-04-27,0.000026,0.000026,0.000026,0.000025,0.000025,1555596
2022-04-28,0.000025,0.000025,0.000025,0.000025,0.000025,1719525
2022-04-29,0.000025,0.000026,0.000026,0.000026,0.000026,1758611
2022-04-30,0.000026,0.000026,0.000026,0.000027,0.000027,1518402
2022-05-01,0.000027,0.000026,0.000026,0.000026,0.000026,1596616
2022-05-02,0.000026,0.000026,0.000026,0.000026,0.000026,1654624
2022-05-03,0.000026,0.000026,0.000026,0.000026,0.000026,1401944
2022-05-04,0.000026,0.000026,0.000026,0.000025,0.000025,1819282
2022-05-05,0.000025,0.000027,0.000027,0.000027,0.000027,2342565
2022-05-06,0.000027,0.000028,0.000028,0.000028,0.000028,2256543
2022-05-07,0.000028,0.000028,0.000028,0.000028,0.000028,1611252
2022-05-08,0.000028,0.000029,0.000029,0.000029,0.000029,2287195
2022-05-09,0.000029,0.000032,0.000030,0.000033,0.000033,3984239
2022-05-10,0.000033,0.000032,0.000032,0.000032,0.000032,4148292
2022-05-11,0.000032,0.000032,0.000034,0.000034,0.000034,5519023
2022-05-12,0.000034,0.000035,0.000035,0.000034,0.000034,4855892
2022-05-13,0.000034,0.000032,0.000033,0.000034,0.000034,2971334
2022-05-14,0.000034,0.000034,0.000034,0.000033,0.000033,2019246
2022-05-15,0.000033,0.000033,0.000034,0.000032,0.000032,1724316
2022-05-16,0.000032,0.000033,0.000034,0.000033,0.000033,2093047
2022-05-17,0.000033,0.000033,0.000033,0.000033,0.000033,1832191
2022-05-18,0.000033,0.000033,0.000035,0.000035,0.000035,1952184
2022-05-19,0.000035,0.000033,0.000035,0.000033,0.000033,1967777
2022-05-20,0.000033,0.000033,0.000035,0.000034,0.000034,1882177
2022-05-21,0.000034,0.000034,0.000034,0.000034,0.000034,1186599
2022-05-22,0.000034,0.000033,0.000034,0.000033,0.000033,1350951
2022-05-23,0.000033,0.000033,0.000034,0.000034,0.000034,2013327
2022-05-24,0.000034,0.000034,0.000034,0.000034,0.000034,1721545
2022-05-25,0.000034,0.000034,0.000034,0.000034,0.000034,1701889
2022-05-26,0.000034,0.000034,0.000034,0.000034,0.000034,2315603
2022-05-27,0.000034,0.000034,0.000035,0.000035,0.000035,2374000
2022-05-28,0.000035,0.000035,0.000035,0.000034,0.000034,2214496
2022-05-29,0.000034,0.000034,0.000035,0.000034,0.000034,1174085
2022-05-30,0.000034,0.000033,0.000034,0.000031,0.000031,2053668
2022-05-31,0.000031,0.000032,0.000031,0.000031,0.000031,1976635
2022-06-01,0.000031,0.000031,0.000033,0.000034,0.000034,2311036
2022-06-02,0.000034,0.000033,0.000034,0.000033,0.000033,1658189
2022-06-03,0.000033,0.000033,0.000034,0.000034,0.000034,1474164
2022-06-04,0.000034,0.000034,0.000034,0.000033,0.000033,1033563
2022-06-05,0.000033,0.000033,0.000033,0.000033,0.000033,1032285
2022-06-06,0.000033,0.000032,0.000032,0.000032,0.000032,1642944
2022-06-07,0.000032,0.000034,0.000033,0.000032,0.000032,2150790
2022-06-08,0.000032,0.000033,0.000033,0.000033,0.000033,1726882
2022-06-09,0.000033,0.000033,0.000033,0.000033,0.000033,1406717
2022-06-10,0.000033,0.000033,0.000034,0.000034,0.000034,1708349
2022-06-11,0.000034,0.000034,0.000035,0.000035,0.000035,1718456
2022-06-12,0.000035,0.000035,0.000036,0.000037,0.000037,2206481
2022-06-13,0.000037,0.000040,0.000042,0.000044,0.000044,4776480
2022-06-14,0.000044,0.000044,0.000044,0.000045,0.000045,3648632
2022-06-15,0.000045,0.000045,0.000049,0.000044,0.000044,3943545
2022-06-16,0.000044,0.000047,0.000048,0.000049,0.000049,2570984
2022-06-17,0.000049,0.000049,0.000049,0.000049,0.000049,2141331
2022-06-18,0.000049,0.000049,0.000056,0.000053,0.000053,3258718
2022-06-19,0.000053,0.000049,0.000053,0.000049,0.000049,2705335
2022-06-20,0.000049,0.000048,0.000050,0.000048,0.000048,2531998
2022-06-21,0.000048,0.000046,0.000049,0.000048,0.000048,2422231
2022-06-22,0.000048,0.000050,0.000050,0.000050,0.000050,2307998
2022-06-23,0.000050,0.000049,0.000050,0.000047,0.000047,2048695
2022-06-24,0.000047,0.000047,0.000047,0.000047,0.000047,2209873
2022-06-25,0.000047,0.000047,0.000047,0.000046,0.000046,1692385
2022-06-26,0.000046,0.000047,0.000047,0.000048,0.000048,1770493
2022-06-27,0.000048,0.000047,0.000048,0.000048,0.000048,1895155
2022-06-28,0.000048,0.000048,0.000049,0.000049,0.000049,2010486
2022-06-29,0.000049,0.000049,0.000050,0.000050,0.000050,2207550
2022-06-30,0.000050,0.000050,0.000053,0.000050,0.000050,2303722
2022-07-01,0.000050,0.000052,0.000051,0.000052,0.000052,2578363
2022-07-02,0.000052,0.000052,0.000052,0.000052,0.000052,1645686
2022-07-03,0.000052,0.000052,0.000052,0.000052,0.000052,1445337
2022-07-04,0.000052,0.000050,0.000052,0.000049,0.000049,1869194
2022-07-05,0.000049,0.000049,0.000051,0.000049,0.000049,2317712
2022-07-06,0.000049,0.000050,0.000050,0.000049,0.000049,2040704
2022-07-07,0.000049,0.000046,0.000049,0.000046,0.000046,1913131
2022-07-08,0.000046,0.000045,0.000046,0.000046,0.000046,2978249
2022-07-09,0.000046,0.000046,0.000046,0.000046,0.000046,1804216
2022-07-10,0.000046,0.000047,0.000048,0.000048,0.000048,1925688
2022-07-11,0.000048,0.000048,0.000050,0.000050,0.000050,1939198
2022-07-12,0.000050,0.000052,0.000051,0.000052,0.000052,2089059
2022-07-13,0.000052,0.000049,0.000051,0.000049,0.000049,2560740
2022-07-14,0.000049,0.000048,0.000049,0.000049,0.000049,2392944
2022-07-15,0.000049,0.000048,0.000049,0.000048,0.000048,2206842
2022-07-16,0.000048,0.000047,0.000048,0.000047,0.000047,2082402
2022-07-17,0.000047,0.000046,0.000047,0.000048,0.000048,2030345
2022-07-18,0.000048,0.000045,0.000048,0.000044,0.000044,3130462
2022-07-19,0.000044,0.000043,0.000044,0.000043,0.000043,3298949
2022-07-20,0.000043,0.000041,0.000042,0.000043,0.000043,2940240
2022-07-21,0.000043,0.000044,0.000044,0.000043,0.000043,2386923
2022-07-22,0.000043,0.000042,0.000044,0.000044,0.000044,2273613
2022-07-23,0.000044,0.000044,0.000044,0.000045,0.000045,1914712
2022-07-24,0.000045,0.000044,0.000044,0.000044,0.000044,1855676
2022-07-25,0.000044,0.000045,0.000045,0.000047,0.000047,2635910
2022-07-26,0.000047,0.000048,0.000047,0.000047,0.000047,2272471
2022-07-27,0.000047,0.000044,0.000047,0.000044,0.000044,2621158
2022-07-28,0.000044,0.000044,0.000041,0.000042,0.000042,3177108
2022-07-29,0.000042,0.000042,0.000042,0.000042,0.000042,3025172
2022-07-30,0.000042,0.000042,0.000042,0.000042,0.000042,2430222
2022-07-31,0.000042,0.000043,0.000042,0.000043,0.000043,2239687
2022-08-01,0.000043,0.000043,0.000043,0.000043,0.000043,2182479
2022-08-02,0.000043,0.000044,0.000043,0.000044,0.000044,2384587
2022-08-03,0.000044,0.000043,0.000044,0.000044,0.000044,2088610
2022-08-04,0.000044,0.000044,0.000044,0.000044,0.000044,1967490
2022-08-05,0.000044,0.000043,0.000043,0.000043,0.000043,2135034
2022-08-06,0.000043,0.000043,0.000043,0.000044,0.000044,1435544
2022-08-07,0.000044,0.000043,0.000043,0.000043,0.000043,1290200
2022-08-08,0.000043,0.000041,0.000042,0.000042,0.000042,2110215
2022-08-09,0.000042,0.000042,0.000043,0.000043,0.000043,1988864
2022-08-10,0.000043,0.000042,0.000044,0.000042,0.000042,2509022
2022-08-11,0.000042,0.000041,0.000042,0.000042,0.000042,2689985
2022-08-12,0.000042,0.000042,0.000042,0.000041,0.000041,1917130
2022-08-13,0.000041,0.000041,0.000041,0.000041,0.000041,1702988
2022-08-14,0.000041,0.000041,0.000041,0.000041,0.000041,1803785
2022-08-15,0.000041,0.000041,0.000042,0.000041,0.000041,2390664
2022-08-16,0.000041,0.000042,0.000042,0.000042,0.000042,1965609
2022-08-17,0.000042,0.000042,0.000043,0.000043,0.000043,2286389
2022-08-18,0.000043,0.000043,0.000043,0.000043,0.000043,1858879
2022-08-19,0.000043,0.000046,0.000044,0.000048,0.000048,3079965
2022-08-20,0.000048,0.000047,0.000048,0.000047,0.000047,3037983
2022-08-21,0.000047,0.000047,0.000047,0.000046,0.000046,2122170
2022-08-22,0.000046,0.000047,0.000047,0.000047,0.000047,2416481
2022-08-23,0.000047,0.000046,0.000047,0.000046,0.000046,2460881
2022-08-24,0.000046,0.000047,0.000046,0.000047,0.000047,2276630
2022-08-25,0.000047,0.000046,0.000046,0.000046,0.000046,2122786
2022-08-26,0.000046,0.000048,0.000048,0.000049,0.000049,3080263
2022-08-27,0.000049,0.000049,0.000050,0.000050,0.000050,2161309
2022-08-28,0.000050,0.000050,0.000050,0.000051,0.000051,1750433
2022-08-29,0.000051,0.000050,0.000050,0.000049,0.000049,2258206
2022-08-30,0.000049,0.000050,0.000049,0.000051,0.000051,2534251
2022-08-31,0.000051,0.000050,0.000049,0.000050,0.000050,2414290
2022-09-01,0.000050,0.000050,0.000050,0.000050,0.000050,2220999
2022-09-02,0.000050,0.000049,0.000049,0.000050,0.000050,2226777
2022-09-03,0.000050,0.000050,0.000050,0.000050,0.000050,1556752
2022-09-04,0.000050,0.000051,0.000051,0.000050,0.000050,1575826
2022-09-05,0.000050,0.000051,0.000051,0.000050,0.000050,1998653
2022-09-06,0.000050,0.000053,0.000051,0.000053,0.000053,3398263
2022-09-07,0.000053,0.000052,0.000053,0.000052,0.000052,2734809
2022-09-08,0.000052,0.000052,0.000052,0.000052,0.000052,2568101
2022-09-09,0.000052,0.000047,0.000052,0.000047,0.000047,3305880
2022-09-10,0.000047,0.000047,0.000047,0.000046,0.000046,2468778
2022-09-11,0.000046,0.000046,0.000046,0.000046,0.000046,2166361
2022-09-12,0.000046,0.000046,0.000045,0.000045,0.000045,2987631
2022-09-13,0.000045,0.000046,0.000049,0.000050,0.000050,3538142
2022-09-14,0.000050,0.000050,0.000049,0.000049,0.000049,2725674
2022-09-15,0.000049,0.000050,0.000051,0.000051,0.000051,3076289
2022-09-16,0.000051,0.000051,0.000051,0.000051,0.000051,2341163
2022-09-17,0.000051,0.000050,0.000050,0.000050,0.000050,1734179
2022-09-18,0.000050,0.000050,0.000051,0.000051,0.000051,2371658
2022-09-19,0.000051,0.000051,0.000053,0.000051,0.000051,2904668
2022-09-20,0.000051,0.000052,0.000053,0.000053,0.000053,2674075
2022-09-21,0.000053,0.000052,0.000053,0.000054,0.000054,3426928
2022-09-22,0.000054,0.000054,0.000052,0.000052,0.000052,2798567
2022-09-23,0.000052,0.000052,0.000054,0.000052,0.000052,3019319
2022-09-24,0.000052,0.000053,0.000052,0.000053,0.000053,2060260
2022-09-25,0.000053,0.000053,0.000053,0.000053,0.000053,1863691
2022-09-26,0.000053,0.000052,0.000053,0.000052,0.000052,3007390
2022-09-27,0.000052,0.000050,0.000052,0.000052,0.000052,3750892
2022-09-28,0.000052,0.000052,0.000054,0.000051,0.000051,3383911
2022-09-29,0.000051,0.000051,0.000051,0.000051,0.000051,2689872
2022-09-30,0.000051,0.000051,0.000052,0.000051,0.000051,2841923
2022-10-01,0.000051,0.000052,0.000052,0.000052,0.000052,1414291
2022-10-02,0.000052,0.000052,0.000052,0.000053,0.000053,1581036
2022-10-03,0.000053,0.000052,0.000052,0.000051,0.000051,2048123
2022-10-04,0.000051,0.000049,0.000051,0.000049,0.000049,2188424
2022-10-05,0.000049,0.000050,0.000050,0.000050,0.000050,2077479
2022-10-06,0.000050,0.000050,0.000049,0.000050,0.000050,2202850
2022-10-07,0.000050,0.000050,0.000051,0.000051,0.000051,1945042
2022-10-08,0.000051,0.000051,0.000051,0.000052,0.000052,1207313
2022-10-09,0.000052,0.000051,0.000052,0.000051,0.000051,1181593
2022-10-10,0.000051,0.000051,0.000052,0.000052,0.000052,1977030
2022-10-11,0.000052,0.000053,0.000053,0.000052,0.000052,2019179
2022-10-12,0.000052,0.000052,0.000052,0.000052,0.000052,1725106
2022-10-13,0.000052,0.000052,0.000052,0.000052,0.000052,3118772
2022-10-14,0.000052,0.000051,0.000050,0.000052,0.000052,2550154
2022-10-15,0.000052,0.000052,0.000052,0.000052,0.000052,1338783
2022-10-16,0.000052,0.000052,0.000052,0.000052,0.000052,1423536
2022-10-17,0.000052,0.000052,0.000051,0.000051,0.000051,1877501
2022-10-18,0.000051,0.000052,0.000052,0.000052,0.000052,2017768
2022-10-19,0.000052,0.000052,0.000052,0.000052,0.000052,1712008
2022-10-20,0.000052,0.000052,0.000052,0.000052,0.000052,1730991
2022-10-21,0.000052,0.000052,0.000053,0.000052,0.000052,2160963
2022-10-22,0.000052,0.000052,0.000052,0.000052,0.000052,1256393
2022-10-23,0.000052,0.000051,0.000052,0.000051,0.000051,1616472
2022-10-24,0.000051,0.000052,0.000052,0.000052,0.000052,2093198
2022-10-25,0.000052,0.000050,0.000052,0.000050,0.000050,3221609
2022-10-26,0.000050,0.000048,0.000049,0.000048,0.000048,3769510
2022-10-27,0.000048,0.000048,0.000049,0.000049,0.000049,3374173
2022-10-28,0.000049,0.000049,0.000049,0.000049,0.000049,2996710
2022-10-29,0.000049,0.000048,0.000049,0.000048,0.000048,3247264
2022-10-30,0.000048,0.000048,0.000048,0.000048,0.000048,2562248
2022-10-31,0.000048,0.000049,0.000049,0.000049,0.000049,3277184
2022-11-01,0.000049,0.000049,0.000048,0.000049,0.000049,2772501
2022-11-02,0.000049,0.000050,0.000049,0.000050,0.000050,3789728
2022-11-03,0.000050,0.000049,0.000049,0.000049,0.000049,3047530
2022-11-04,0.000049,0.000048,0.000049,0.000047,0.000047,4165029
2022-11-05,0.000047,0.000047,0.000047,0.000047,0.000047,2683925
2022-11-06,0.000047,0.000047,0.000047,0.000048,0.000048,2441685
2022-11-07,0.000048,0.000049,0.000048,0.000049,0.000049,3523722
2022-11-08,0.000049,0.000055,0.000054,0.000054,0.000054,8776899
2022-11-09,0.000054,0.000054,0.000063,0.000063,0.000063,9065999
2022-11-10,0.000063,0.000057,0.000060,0.000057,0.000057,6528038
2022-11-11,0.000057,0.000059,0.000058,0.000059,0.000059,4398981
2022-11-12,0.000059,0.000059,0.000060,0.000059,0.000059,2398815
2022-11-13,0.000059,0.000061,0.000060,0.000061,0.000061,2457591
2022-11-14,0.000061,0.000060,0.000061,0.000060,0.000060,3949562
2022-11-15,0.000060,0.000059,0.000060,0.000059,0.000059,2834492
2022-11-16,0.000059,0.000059,0.000059,0.000060,0.000060,2739215
2022-11-17,0.000060,0.000060,0.000060,0.000060,0.000060,2261837
2022-11-18,0.000060,0.000059,0.000060,0.000060,0.000060,2088847
2022-11-19,0.000060,0.000060,0.000060,0.000060,0.000060,1393554
2022-11-20,0.000060,0.000060,0.000061,0.000061,0.000061,2076801
2022-11-21,0.000061,0.000064,0.000062,0.000063,0.000063,3455838
2022-11-22,0.000063,0.000062,0.000063,0.000062,0.000062,2721237
2022-11-23,0.000062,0.000060,0.000061,0.000060,0.000060,2752469
2022-11-24,0.000060,0.000060,0.000060,0.000060,0.000060,2218782
2022-11-25,0.000060,0.000060,0.000060,0.000061,0.000061,1557249
2022-11-26,0.000061,0.000060,0.000060,0.000061,0.000061,1530031
2022-11-27,0.000061,0.000061,0.000060,0.000061,0.000061,1677666
2022-11-28,0.000061,0.000062,0.000061,0.000062,0.000062,2298058
2022-11-29,0.000062,0.000061,0.000061,0.000061,0.000061,1912493
2022-11-30,0.000061,0.000059,0.000059,0.000058,0.000058,2178704
2022-12-01,0.000058,0.000059,0.000058,0.000059,0.000059,1763029
2022-12-02,0.000059,0.000059,0.000059,0.000059,0.000059,1543759
2022-12-03,0.000059,0.000059,0.000059,0.000059,0.000059,1218889
2022-12-04,0.000059,0.000059,0.000059,0.000058,0.000058,1263814
2022-12-05,0.000058,0.000058,0.000059,0.000059,0.000059,1693307
2022-12-06,0.000059,0.000059,0.000059,0.000059,0.000059,1495889
2022-12-07,0.000059,0.000059,0.000059,0.000059,0.000059,1533101
2022-12-08,0.000059,0.000058,0.000059,0.000058,0.000058,1501077
2022-12-09,0.000058,0.000058,0.000058,0.000058,0.000058,1459211
2022-12-10,0.000058,0.000058,0.000058,0.000058,0.000058,949073
2022-12-11,0.000058,0.000058,0.000058,0.000058,0.000058,996049
2022-12-12,0.000058,0.000059,0.000059,0.000058,0.000058,1503663
2022-12-13,0.000058,0.000058,0.000056,0.000056,0.000056,2106274
2022-12-14,0.000056,0.000056,0.000056,0.000056,0.000056,1764052
2022-12-15,0.000056,0.000057,0.000057,0.000058,0.000058,1438522
2022-12-16,0.000058,0.000059,0.000057,0.000060,0.000060,1916085
2022-12-17,0.000060,0.000060,0.000060,0.000060,0.000060,1268627
2022-12-18,0.000060,0.000060,0.000060,0.000060,0.000060,860630
2022-12-19,0.000060,0.000060,0.000060,0.000061,0.000061,1327301
2022-12-20,0.000061,0.000060,0.000059,0.000059,0.000059,1551154
2022-12-21,0.000059,0.000059,0.000060,0.000059,0.000059,1098228
2022-12-22,0.000059,0.000059,0.000060,0.000059,0.000059,1192328
2022-12-23,0.000059,0.000059,0.000060,0.000060,0.000060,1093706
2022-12-24,0.000060,0.000059,0.000059,0.000059,0.000059,691334
2022-12-25,0.000059,0.000059,0.000060,0.000059,0.000059,882087
2022-12-26,0.000059,0.000059,0.000059,0.000059,0.000059,885741
2022-12-27,0.000059,0.000059,0.000059,0.000060,0.000060,1109903
2022-12-28,0.000060,0.000060,0.000060,0.000060,0.000060,1278457
2022-12-29,0.000060,0.000060,0.000060,0.000060,0.000060,1115661
2022-12-30,0.000060,0.000061,0.000060,0.000060,0.000060,1154215
2022-12-31,0.000060,0.000060,0.000060,0.000060,0.000060,813812
